BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
199505,17,235,199505,17,235,,10325881,"KANSAS",20,1995,"May","Hail","C",113,"MCPHERSON",,"17-MAY-95 02:35:00","CST","17-MAY-95 02:35:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"McPherson",,,,,,,,,"","CSV"
199506,7,2313,199506,7,2313,,10325882,"KANSAS",20,1995,"June","Thunderstorm Wind","C",113,"MCPHERSON",,"07-JUN-95 23:13:00","CST","07-JUN-95 23:13:00","0","0","0","0","0","0",,"60",,,,,"0","0",,,,,,,"Mcpherson",,,,,,,,,"","CSV"
199507,25,1825,199507,25,1825,,10325883,"KANSAS",20,1995,"July","Hail","C",113,"MCPHERSON",,"25-JUL-95 18:25:00","CST","25-JUL-95 18:25:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Mcpherson",,,,,,,,,"","CSV"
199507,25,1829,199507,25,1829,,10325884,"KANSAS",20,1995,"July","Hail","C",113,"MCPHERSON",,"25-JUL-95 18:29:00","CST","25-JUL-95 18:29:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Conway",,,,,,,,,"","CSV"
199507,25,1835,199507,25,1835,,10325885,"KANSAS",20,1995,"July","Hail","C",113,"MCPHERSON",,"25-JUL-95 18:35:00","CST","25-JUL-95 18:35:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Conway",,,,,,,,,"","CSV"
199507,25,1839,199507,25,1839,,10325886,"KANSAS",20,1995,"July","Hail","C",113,"MCPHERSON",,"25-JUL-95 18:39:00","CST","25-JUL-95 18:39:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Conway",,,,,,,,,"","CSV"
199507,25,1839,199507,25,1839,,10325887,"KANSAS",20,1995,"July","Hail","C",113,"MCPHERSON",,"25-JUL-95 18:39:00","CST","25-JUL-95 18:39:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Mcpherson",,,,,,,,,"","CSV"
199507,25,1840,199507,25,1840,,10325888,"KANSAS",20,1995,"July","Hail","C",113,"MCPHERSON",,"25-JUL-95 18:40:00","CST","25-JUL-95 18:40:00","0","0","0","0","0","0",,"2.50",,,,,"0","0",,,,,,,"Milburger",,,,,,,,,"","CSV"
199507,4,1250,199507,4,1250,,10326260,"KANSAS",20,1995,"July","Hail","C",141,"OSBORNE",,"04-JUL-95 12:50:00","CST","04-JUL-95 12:50:00","0","0","0","0","0","75K",,".75",,,,,"0","0",,,,,,"W","Tipton",,,,,,,,,"","CSV"
199503,19,2018,199503,19,2018,,10326261,"KANSAS",20,1995,"March","Hail","C",149,"POTTAWATOMIE",,"19-MAR-95 20:18:00","CST","19-MAR-95 20:18:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Blaine",,,,,,,,,"","CSV"
199504,8,1830,199504,8,1830,,10326262,"KANSAS",20,1995,"April","Tornado","C",149,"POTTAWATOMIE",,"08-APR-95 18:30:00","CST","08-APR-95 18:30:00","0","0","0","0","0","0",,"0",,,,"F0",".1","10",,,,,,"NW","Fostoria",,,,"39.50","-96.60",,,,"A Storm Chaser reported a small tornado touched down very briefly in open county causing no damage.","CSV"
199504,10,205,199504,10,205,,10326263,"KANSAS",20,1995,"April","Hail","C",149,"POTTAWATOMIE",,"10-APR-95 02:05:00","CST","10-APR-95 02:05:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"St Marys",,,,,,,,,"","CSV"
199505,4,1630,199505,4,1630,,10319967,"FLORIDA",12,1995,"May","Hail","C",57,"HILLSBOROUGH",,"04-MAY-95 16:30:00","EST","04-MAY-95 16:30:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Valrico",,"E","TPA",,,,,,"","CSV"
199505,18,1633,199505,18,1728,,10314318,"ALABAMA",1,1995,"May","Tornado","C",83,"LIMESTONE",,"18-MAY-95 16:33:00","CST","18-MAY-95 17:28:00","55","0","1","0","5M","0",,"0",,,,"F4","39","1300",,,,,,,"Limestone",,"NW","Scottsboro","34.83","-87.03","34.80","-86.25",,"A supercell thunderstorm produced a violent tornado that began 3 miles northwest of Athens in Limestone County and moved on a path just slightly north of east completely across Madison County before ending in northwestern Jackson County about 15 miles northwest of Scottsboro.  The tornado path varied from very narrow at the beginning and end to about three-quarters of a mile wide at the widest location in Madison County.  Intensity varied from F0 intensity near both ends of the track to F4 at the strongest in several locations in Madison County.  Damage along the track was primarily in the F2 and F3 category.  Evidence in the damage as seen through an aerial survey indicated that the tornado was probably a multiple vortex with indications of at least two vortices within the main tornado funnel. The tornado began at 1633 CST in Limestone County crossing Interstate 65 and Highway 251 where the mobile home park was destroyed.  It reached the Limestone/Madison county line at 1650 CST.  The trek across Madison County saw the tornado move near the communities of Harvest, Meridianville, Buckhorn, and Fannings Crossing before moving into the rugged terrain of eastern Madison County.  The tornado crossed the Madison/Jackson county line at 1721 CST.  The tornado track was much weaker in Jackson County as it moved through rugged terrain affecting very few structures.  The track ended about 15 miles northwest of Scottsboro or a few miles west of the community of Hytop. Damage was the heaviest at a mobile home park about three miles northeast of Athens along Highway 251.  The only fatality that occurred in this tornado occurred at this mobile home park, and the person died later from injuries received in the tornado.  Twenty-six mobile homes were destroyed in Limestone County, 13 in the Oakdale Mobile Home Park.  Another 35 buildings were damaged or destroyed in Limestone County where damage was estimated to be $1.5 million.  About 9,500 electric customers were without electricity.  A cow was also killed when a large tree fell on and crushed it. Another especially hard hit area was Anderson Hills subdivision in Madison County with houses ranging in price from $175,000 to $400,000.  This area of well-constructed dwellings was one of the locations where F4 damage was evident as well as indications of a multiple vortex structure.  In Anderson Hills, 21 houses were destroyed and 39 sustained major damage.  Damage across the rest of Madison County was less concentrated than in this one subdivision.  Over 10,000 Huntsville Utility Company customers were without power. M30M","CSV"
199505,18,1648,199505,18,1648,,10314319,"ALABAMA",1,1995,"May","Hail","C",83,"LIMESTONE",,"18-MAY-95 16:48:00","CST","18-MAY-95 16:48:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"NNE","Athens",,,,,,,,,"Golf ball-size hail was reported in northern Limestone County along with the tornado.","CSV"
199505,18,1659,199505,18,1659,,10314320,"ALABAMA",1,1995,"May","Hail","C",83,"LIMESTONE",,"18-MAY-95 16:59:00","CST","18-MAY-95 16:59:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"SE","Ardmore",,,,,,,,,"Softball-size hail was reported just south of Salem in western Limestone County.  Trees were also reported down in Cairo, also in western Limestone County.  Golf ball-size hail was reported in northwest Limestone County not far from the Madison/Limestone county line.","CSV"
199506,1,1430,199506,1,1430,,10317794,"FLORIDA",12,1995,"June","Hail","C",86,"MIAMI-DADE",,"01-JUN-95 14:30:00","EST","01-JUN-95 14:30:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,,,,,,,,,,"Widespread rains of eight to 12 inches from June 20 to June 23 caused flash flooding over east sections of Dade and Broward Counties.  The heaviest rain occurred on the afternoons of June 22 and June 23.  The hardest hit area was southeast Broward and adjacent northeast Dade where flood waters up to four feet deep caused numerous vehicles to stall, and even float.  Numerous residences and businesses suffered rising water damage and at least three mobile home parks were evacuated.  Red Cross shelters were opened.  Roofs on numerous buildings leaked causing additional property damage.  Public works, such as sea walls and bridges, were undermined.  In Hallandale alone, damage to city property was $147 thousand.  Severe thunderstorms on June 22 blew down trees in Hialeah, dropped dime-size hail in North Miami Beach, and produced funnel clouds in east Dade County.","CSV"
199505,27,1450,199505,27,1450,,10333923,"NEBRASKA",31,1995,"May","Hail","C",23,"BUTLER",,"27-MAY-95 14:50:00","CST","27-MAY-95 14:50:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Ulysses",,,,,,,,,"Wind damage to trees and building destroyed.","CSV"
199505,27,1500,199505,27,1500,,10333924,"NEBRASKA",31,1995,"May","Thunderstorm Wind","C",23,"BUTLER",,"27-MAY-95 15:00:00","CST","27-MAY-95 15:00:00","0","0","0","0","15K","0",,"60",,,,,"0","0",,,,,,"N","Brainard",,,,,,,,,"Wind damage to trees and building destroyed.","CSV"
199509,1,2330,199509,1,2330,,10333925,"NEBRASKA",31,1995,"September","Hail","C",23,"BUTLER",,"01-SEP-95 23:30:00","CST","01-SEP-95 23:30:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,"N","Ulysses",,,,,,,,,"","CSV"
199507,9,1940,199507,9,1940,,10334856,"MONTANA",30,1995,"July","Thunderstorm Wind","C",29,"FLATHEAD",,"09-JUL-95 19:40:00","MST","09-JUL-95 19:40:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,,,,,,,,,,"An outdoor sound stage and large tent were blown over at the Big Mountain  ski resort.","CSV"
199508,4,2300,199508,4,2300,,10334857,"MONTANA",30,1995,"August","Thunderstorm Wind","C",29,"FLATHEAD",,"04-AUG-95 23:00:00","MST","04-AUG-95 23:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Lakeside",,,,,,,,,"Thunderstorms over Flathead Lake earlier in the evening caused five to  six foot waves to crash onto shore at the town of Lakeside.  Several boats were snow and sea walls and docks were damaged.  The winds were calm at the time when the waves were causing the damage.","CSV"
199508,10,1905,199508,10,1905,,10334858,"MONTANA",30,1995,"August","Hail","C",29,"FLATHEAD",,"10-AUG-95 19:05:00","MST","10-AUG-95 19:05:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Foy's Lake",,,,,,,,,"","CSV"
199508,10,1950,199508,10,1950,,10334859,"MONTANA",30,1995,"August","Hail","C",29,"FLATHEAD",,"10-AUG-95 19:50:00","MST","10-AUG-95 19:50:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Ferndale",,,,,,,,,"","CSV"
199508,11,1855,199508,11,1855,,10334860,"MONTANA",30,1995,"August","Hail","C",29,"FLATHEAD",,"11-AUG-95 18:55:00","MST","11-AUG-95 18:55:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,,,"Kalispell",,,,,,,,,"","CSV"
199508,11,1910,199508,11,1910,,10334861,"MONTANA",30,1995,"August","Hail","C",29,"FLATHEAD",,"11-AUG-95 19:10:00","MST","11-AUG-95 19:10:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Kalispell",,,,,,,,,"","CSV"
199508,11,1920,199508,11,1920,,10334862,"MONTANA",30,1995,"August","Hail","C",29,"FLATHEAD",,"11-AUG-95 19:20:00","MST","11-AUG-95 19:20:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Kalispell",,,,,,,,,"","CSV"
199508,11,1945,199508,11,1945,,10334863,"MONTANA",30,1995,"August","Hail","C",29,"FLATHEAD",,"11-AUG-95 19:45:00","MST","11-AUG-95 19:45:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"SE","Ferndale",,,,,,,,,"","CSV"
199506,10,2200,199506,10,2200,,10319043,"GEORGIA",13,1995,"June","Thunderstorm Wind","C",219,"OCONEE",,"10-JUN-95 22:00:00","EST","10-JUN-95 22:00:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Eastville",,,,,,,,,"Thunderstorm winds knocked down numerous trees between Watkinsville and Eastville along Georgia Highway 53.","CSV"
199506,10,2200,199506,10,2200,,10319044,"GEORGIA",13,1995,"June","Thunderstorm Wind","C",219,"OCONEE",,"10-JUN-95 22:00:00","EST","10-JUN-95 22:00:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Watkinsville",,,,,,,,,"Thunderstorm winds knocked down numerous trees between Watkinsville and Eastville along Georgia Highway 53.","CSV"
199508,3,1533,199508,3,1550,,10319045,"GEORGIA",13,1995,"August","Thunderstorm Wind","C",145,"HARRIS",,"03-AUG-95 15:33:00","EST","03-AUG-95 15:50:00","0","0","0","0","500","0",,"0",,,,,"0","0",,,,,,,"Waverly Hall",,,,,,,,,"Thunderstorm winds knocked several large trees down.","CSV"
199508,3,1542,199508,3,1542,,10319046,"GEORGIA",13,1995,"August","Thunderstorm Wind","C",145,"HARRIS",,"03-AUG-95 15:42:00","EST","03-AUG-95 15:42:00","0","0","0","0","500","0",,"0",,,,,"0","0",,,,,,,"Hamilton",,,,,,,,,"Thunderstorm winds knocked several large trees down.","CSV"
199509,30,1525,199509,30,1525,,10331210,"MINNESOTA",27,1995,"September","Hail","C",37,"DAKOTA",,"30-SEP-95 15:25:00","CST","30-SEP-95 15:25:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Minneapolis",,,,,,,,,"","CSV"
199509,30,1540,199509,30,1540,,10331211,"MINNESOTA",27,1995,"September","Hail","C",37,"DAKOTA",,"30-SEP-95 15:40:00","CST","30-SEP-95 15:40:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Eagan",,,,,,,,,"","CSV"
199506,22,1416,199506,22,1416,,10331215,"MINNESOTA",27,1995,"June","Hail","C",39,"DODGE",,"22-JUN-95 14:16:00","CST","22-JUN-95 14:16:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"N","West Concord",,,,,,,,,"","CSV"
199508,13,2200,199508,13,2200,,10331216,"MINNESOTA",27,1995,"August","Thunderstorm Wind","C",39,"DODGE",,"13-AUG-95 22:00:00","CST","13-AUG-95 22:00:00","0","0","0","0","0","0",,"61",,,,,"0","0",,,,,,,"Kasson",,,,,,,,,"","CSV"
199511,11,515,199511,11,515,,10333193,"MISSISSIPPI",28,1995,"November","Tornado","C",147,"WALTHALL",,"11-NOV-95 05:15:00","CST","11-NOV-95 05:15:00","0","0","0","0","40K","0",,"0",,,,"F1","3","20",,,,,,"N","Tylertown",,,,"31.15","-90.15","31.17","-90.13",,"A tornado touched down along an intermittent path, destroying a large barn and damaging a shed and two house roofs. Approximately 100 trees were reported knocked downed along the tornado path.","CSV"
199504,8,1820,199504,8,1820,,10324677,"KENTUCKY",21,1995,"April","Hail","C",81,"GRANT",,"08-APR-95 18:20:00","EST","08-APR-95 18:20:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Jonesville",,,,,,,,,"","CSV"
199506,8,1408,199506,8,1408,,10324678,"KENTUCKY",21,1995,"June","Thunderstorm Wind","C",81,"GRANT",,"08-JUN-95 14:08:00","EST","08-JUN-95 14:08:00","0","0","0","0","4K","0",,"0",,,,,"0","0",,,,,,,"Williamstown",,,,,,,,,"Numerous large trees were downed.","CSV"
199505,14,100,199505,14,100,,10324683,"KENTUCKY",21,1995,"May","Thunderstorm Wind","C",83,"GRAVES",,"14-MAY-95 01:00:00","CST","14-MAY-95 01:00:00","0","0","0","0","20K","0",,"0",,,,,"0","0",,,,,,,"Cuba",,,,,,,,,"Some trees were blown down on houses.","CSV"
199505,14,350,199505,14,350,,10324684,"KENTUCKY",21,1995,"May","Thunderstorm Wind","C",83,"GRAVES",,"14-MAY-95 03:50:00","CST","14-MAY-95 03:50:00","0","0","0","0","20K","0",,"0",,,,,"0","0",,,,,,,"Sedalia",,,,,,,,,"","CSV"
199505,14,400,199505,14,400,,10324685,"KENTUCKY",21,1995,"May","Hail","C",83,"GRAVES",,"14-MAY-95 04:00:00","CST","14-MAY-95 04:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Mayfield",,,,,,,,,"","CSV"
199509,29,2259,199509,29,2259,,10325058,"KANSAS",20,1995,"September","Thunderstorm Wind","C",155,"RENO",,"29-SEP-95 22:59:00","CST","29-SEP-95 22:59:00","0","0","0","0","200K","0",,"0",,,,,"0","0",,,,,,,"Pleasantview",,,,,,,,,"The high winds twisted the framework of the Stutzman Greenhouse on Highway K-61.","CSV"
199509,29,2329,199509,29,2329,,10325059,"KANSAS",20,1995,"September","Thunderstorm Wind","C",155,"RENO",,"29-SEP-95 23:29:00","CST","29-SEP-95 23:29:00","0","0","0","0","6K","0",,"0",,,,,"0","0",,,,,,,"Pretty Prairie",,,,,,,,,"The high winds blew the front porch off of a house.","CSV"
199505,12,1400,199505,12,1400,,10324217,"KANSAS",20,1995,"May","Hail","C",23,"CHEYENNE",,"12-MAY-95 14:00:00","CST","12-MAY-95 14:00:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"SE","Bird City",,,,,,,,,"","CSV"
199505,12,1635,199505,12,1635,,10324218,"KANSAS",20,1995,"May","Hail","C",23,"CHEYENNE",,"12-MAY-95 16:35:00","CST","12-MAY-95 16:35:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,"NW","St. Francis",,,,,,,,,"","CSV"
199507,17,1540,199507,17,1540,,10324219,"KANSAS",20,1995,"July","Hail","C",23,"CHEYENNE",,"17-JUL-95 15:40:00","CST","17-JUL-95 15:40:00","0","0","0","0","0","0",,".88",,,,,"0","0",,,,,,"NW","Bird City",,,,,,,,,"","CSV"
199507,17,1545,199507,17,1545,,10324220,"KANSAS",20,1995,"July","Thunderstorm Wind","C",23,"CHEYENNE",,"17-JUL-95 15:45:00","CST","17-JUL-95 15:45:00","0","0","0","0","0","0",,"58",,,,,"0","0",,,,,,,"Bird City",,,,,,,,,"","CSV"
199507,17,1603,199507,17,1603,,10324221,"KANSAS",20,1995,"July","Hail","C",23,"CHEYENNE",,"17-JUL-95 16:03:00","CST","17-JUL-95 16:03:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"N","Bird City",,,,,,,,,"Nickel hail also reported at 1601 CST 2N Bird City.","CSV"
199505,16,943,199505,16,943,,10324686,"KENTUCKY",21,1995,"May","Hail","C",83,"GRAVES",,"16-MAY-95 09:43:00","CST","16-MAY-95 09:43:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Boaz",,,,,,,,,"","CSV"
199505,18,1422,199505,18,1422,,10324687,"KENTUCKY",21,1995,"May","Hail","C",83,"GRAVES",,"18-MAY-95 14:22:00","CST","18-MAY-95 14:22:00","0","0","0","0","0","0",,"1.00",,,,,"0","0",,,,,,,"Mayfield",,,,,,,,,"","CSV"
199505,18,1426,199505,18,1426,,10324688,"KENTUCKY",21,1995,"May","Hail","C",83,"GRAVES",,"18-MAY-95 14:26:00","CST","18-MAY-95 14:26:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"W","Cuba",,,,,,,,,"","CSV"
199506,6,1335,199506,6,1335,,10324689,"KENTUCKY",21,1995,"June","Hail","C",83,"GRAVES",,"06-JUN-95 13:35:00","CST","06-JUN-95 13:35:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,,"Mayfield",,,,,,,,,"","CSV"
199506,7,1630,199506,7,1630,,10324690,"KENTUCKY",21,1995,"June","Thunderstorm Wind","C",83,"GRAVES",,"07-JUN-95 16:30:00","CST","07-JUN-95 16:30:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,"E","Tri City",,,,,,,,,"","CSV"
199506,8,1830,199506,8,1830,,10324691,"KENTUCKY",21,1995,"June","Thunderstorm Wind","C",83,"GRAVES",,"08-JUN-95 18:30:00","CST","08-JUN-95 18:30:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Northern",,,,,,,,,"","CSV"
199507,4,1735,199507,4,1735,,10324692,"KENTUCKY",21,1995,"July","Thunderstorm Wind","C",83,"GRAVES",,"04-JUL-95 17:35:00","EST","04-JUL-95 17:35:00","0","0","0","0","0","0",,"50",,,,,"0","0",,,,,,,"Countywide",,,,,,,,,"","CSV"
199504,9,1030,199504,9,1030,,10324696,"KENTUCKY",21,1995,"April","Hail","C",85,"GRAYSON",,"09-APR-95 10:30:00","CDT","09-APR-95 10:30:00","0","0","0","0","30K","0",,"1.75",,,,,"0","0",,,,,,,"Leitchfield",,,,,,,,,"","CSV"
199504,18,2045,199504,18,2045,,10324697,"KENTUCKY",21,1995,"April","Hail","C",85,"GRAYSON",,"18-APR-95 20:45:00","EDT","18-APR-95 20:45:00","0","0","0","0","0","0",,"1.50",,,,,"0","0",,,,,,,"Creal",,,,,,,,,"","CSV"
199506,15,1735,199506,15,1735,,10316718,"COLORADO",8,1995,"June","Thunderstorm Wind","C",0,"COZ006 - 009",,"15-JUN-95 17:35:00","MST","15-JUN-95 17:35:00","0","0","0","0","10K","0",,"0",,,,,"0","0",,,,,,,,,,,,,,,,"Mesa County Collbran, Grand Junction, Mesa,High based thunderstorms producing strong winds of unknown intensity, swept through most of Mesa County.  The winds broke numerous branches and knocked out power in the towns and cities of Collbran, Grand Junction and Mesa.  Many roofs sustained damage in Grand Junction and Mesa.  A billboard was blown into a mobile home at Grand Junction resulting in about $10 thousand damage.","CSV"
199507,12,51,199507,12,51,,10321145,"GEORGIA",13,1995,"July","Thunderstorm Wind","C",235,"PULASKI",,"12-JUL-95 00:51:00","EST","12-JUL-95 00:51:00","0","0","1","0","25K","0",,"0",,,,,"0","0",,,,,,"S","Hawkinsville",,,,,,,,,"Thunderstorm winds knocked a tree down on a home, killing one person inside.  Trees and power lines were knocked down throughout the county. (F??PH)","CSV"
199505,16,2108,199505,16,2108,,10326494,"KANSAS",20,1995,"May","Hail","C",91,"JOHNSON",,"16-MAY-95 21:08:00","CST","16-MAY-95 21:08:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,,"Paola",,,,,,,,,"Severe thunderstorms produced large hail and wind damage in and around Spring Hill.  There were reports of a tornado in this area, but no ground-truth evidence could be found.  There may have been a funnel aloft, as there were additional reports to the east into Cass county, Missouri.","CSV"
199505,16,2108,199505,16,2108,,10326495,"KANSAS",20,1995,"May","Thunderstorm Wind","C",91,"JOHNSON",,"16-MAY-95 21:08:00","CST","16-MAY-95 21:08:00","0","0","0","0","0","0",,"52",,,,,"0","0",,,,,,,"Paola",,,,,,,,,"Severe thunderstorms produced large hail and wind damage in and around Spring Hill.  There were reports of a tornado in this area, but no ground-truth evidence could be found.  There may have been a funnel aloft, as there were additional reports to the east into Cass county, Missouri.","CSV"
199505,16,2120,199505,16,2120,,10326496,"KANSAS",20,1995,"May","Thunderstorm Wind","C",91,"JOHNSON",,"16-MAY-95 21:20:00","CST","16-MAY-95 21:20:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,,,"Spring Hill",,,,,,,,,"Severe thunderstorms produced large hail and wind damage in and around Spring Hill.  There were reports of a tornado in this area, but no ground-truth evidence could be found.  There may have been a funnel aloft, as there were additional reports to the east into Cass county, Missouri.","CSV"
199505,16,2123,199505,16,2123,,10326497,"KANSAS",20,1995,"May","Hail","C",91,"JOHNSON",,"16-MAY-95 21:23:00","CST","16-MAY-95 21:23:00","0","0","0","0","0","0",,"1.75",,,,,"0","0",,,,,,"N","Louisburg",,,,,,,,,"Lightning struck a tree in Overland Park, causing branches and bark to fly through 4 windows into the home.  Lightning also struck a home in Spring Hill, creating a large hole in the roof.","CSV"
199507,12,1820,199507,12,1820,,10318142,"FLORIDA",12,1995,"July","Hail","C",5,"BAY",,"12-JUL-95 18:20:00","EST","12-JUL-95 18:20:00","0","0","0","0","0","0",,".75",,,,,"0","0",,,,,,"ENE","PAM",,,"Calloway",,,,,,"","CSV"
199507,18,1715,199507,18,1715,,10318143,"FLORIDA",12,1995,"July","Thunderstorm Wind","C",5,"BAY",,"18-JUL-95 17:15:00","EST","18-JUL-95 17:15:00","0","0","0","0","50K","0",,"55",,,,,"0","0",,,,,,,"Panama City",,,,,,,,,"Bay County Emergency Management reported numerous traffic lights down and trees fallen on power lines. A few buildings and many roofs were also damaged, and a large metal building collapsed.","CSV"
199505,12,1245,199505,12,1245,,10319971,"FLORIDA",12,1995,"May","Hail","C",73,"LEON",,"12-MAY-95 12:45:00","EST","12-MAY-95 12:45:00","0","0","0","0","10K","0",,"2.00",,,,,"0","0",,,,,,,,,,,,,,,,"A thunderstorm dropped large hail and downed numerous trees and power lines.","CSV"
199507,16,1820,199507,16,1820,,10319972,"FLORIDA",12,1995,"July","Thunderstorm Wind","C",73,"LEON",,"16-JUL-95 18:20:00","EST","16-JUL-95 18:20:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,"W","Iamonia",,,,,,,,,"A NWS employee reported a few downed trees and numerous tree limbs along SR 12.","CSV"
199507,17,1700,199507,17,1700,,10319973,"FLORIDA",12,1995,"July","Thunderstorm Wind","C",73,"LEON",,"17-JUL-95 17:00:00","EST","17-JUL-95 17:00:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Centerville",,,,,,,,,"Leon County Sheriff's Office reported downed trees and power lines.","CSV"
199507,17,1730,199507,17,1730,,10319974,"FLORIDA",12,1995,"July","Thunderstorm Wind","C",73,"LEON",,"17-JUL-95 17:30:00","EST","17-JUL-95 17:30:00","0","0","0","0","0","0",,"0",,,,,"0","0",,,,,,,"Tallahassee",,,,,,,,,"Tallahassee police reported downed trees and power lines on the east side of Tallahassee near Lincoln High School.","CSV"
199508,9,1425,199508,9,1425,,10319975,"FLORIDA",12,1995,"August","Tornado","C",73,"LEON",,"09-AUG-95 14:25:00","CST","09-AUG-95 14:25:00","0","0","0","0","15K","0",,"0",,,,"F0",".1","20",,,,,,,"Bay Panama City",,,,"30.17","-85.67",,,,"A weak tornado briefly touched down damaging a roof of a doughnut shop, a billboard, and one vehicle. Length and width of path were estimated.","CSV"
199508,15,1800,199508,15,1800,,10319976,"FLORIDA",12,1995,"August","Thunderstorm Wind","C",73,"LEON",,"15-AUG-95 18:00:00","EST","15-AUG-95 18:00:00","0","0","0","0","2K","0",,"0",,,,,"0","0",,,,,,,"Miccosukee",,,,,,,,,"Numerous trees and power lines were blown down.","CSV"
199508,15,1835,199508,15,1835,,10319977,"FLORIDA",12,1995,"August","Thunderstorm Wind","C",73,"LEON",,"15-AUG-95 18:35:00","EST","15-AUG-95 18:35:00","0","0","0","0",".5K","0",,"0",,,,,"0","0",,,,,,,"Chaires",,,,,,,,,"Numerous trees and power lines were blown down.","CSV"
199508,15,2015,199508,15,2015,,10319978,"FLORIDA",12,1995,"August","Thunderstorm Wind","C",73,"LEON",,"15-AUG-95 20:15:00","EST","15-AUG-95 20:15:00","0","0","0","0",".5K","0",,"0",,,,,"0","0",,,,,,,"Chaires",,,,,,,,,"Few trees were blown down.","CSV"
199508,16,1415,199508,16,1510,,10319979,"FLORIDA",12,1995,"August","Thunderstorm Wind","C",73,"LEON",,"16-AUG-95 14:15:00","EST","16-AUG-95 15:10:00","0","0","0","0","1K","0",,"0",,,,,"0","0",,,,,,,"Panama City",,,,,,,,,"WCTV meteorologists reported hail and large trees down in Killearn Acres and Bradfordville. A building under construction had its reinforced concrete walls collapsed by winds.","CSV"
